username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
prince_nleya;2019-03-31 01:04;0;0;"Tottenham Hotspurs";;;;"1112128595936321538";https://twitter.com/prince_nleya/status/1112128595936321538
dannymclasker;2019-03-31 00:45;2;3;"";;;;"1112123824504532992";https://twitter.com/dannymclasker/status/1112123824504532992
KudaMutadza;2019-03-31 00:35;3;12;"Well done @CBZHoldings #SwitchToTheBest https:// twitter.com/LindaKSibs/sta tus/1112013098502799361 …";;@CBZHoldings;#SwitchToTheBest;"1112121128070332416";https://twitter.com/KudaMutadza/status/1112121128070332416
EnockMadziro2;2019-03-31 00:26;0;0;"Posb";;;;"1112118869307596801";https://twitter.com/EnockMadziro2/status/1112118869307596801
tinasheseanM;2019-03-31 00:21;0;1;"and then keep on conceding";;;;"1112117788288712704";https://twitter.com/tinasheseanM/status/1112117788288712704
theMARIACHIcode;2019-03-31 00:12;1;2;"Spurs to concede 1st @ronym776 @KayzThaDon @nash_abraham_ @Chris_Drphil";;@ronym776 @KayzThaDon @nash_abraham_ @Chris_Drphil;;"1112115473154486273";https://twitter.com/theMARIACHIcode/status/1112115473154486273
nash_abraham_;2019-03-31 00:10;2;4;"Liverpool to concede 1st but Final score Liverpool 2 : 1 Spurs @theMARIACHIcode @Chris_Drphil";;@theMARIACHIcode @Chris_Drphil;;"1112114872366653441";https://twitter.com/nash_abraham_/status/1112114872366653441
Chris64039961;2019-03-31 00:01;0;0;"Tottenham to concede first goal of the match";;;;"1112112522251898881";https://twitter.com/Chris64039961/status/1112112522251898881
Mandinyenya1;2019-03-30 23:49;0;1;"Spurs To Concede And Ultimately Lose, I Am The Winner My Line +260 965 732 922";;;;"1112109654618845185";https://twitter.com/Mandinyenya1/status/1112109654618845185
mallowalker90;2019-03-30 23:48;0;1;"@mallowalker90 totenham";;@mallowalker90;;"1112109464675672066";https://twitter.com/mallowalker90/status/1112109464675672066
JAy_iv7;2019-03-30 23:48;0;2;"Draw 0-0";;;;"1112109339890905088";https://twitter.com/JAy_iv7/status/1112109339890905088
TerrenceMbabvu;2019-03-30 23:45;0;1;"Tottenham the 1st to concede goal @hkdrecords @eatoutinzim @AmmaraBrown";;@hkdrecords @eatoutinzim @AmmaraBrown;;"1112108675097866241";https://twitter.com/TerrenceMbabvu/status/1112108675097866241
EmmanuelMutika1;2019-03-30 23:39;0;0;"Liverpool will start to score";;;;"1112107087843201025";https://twitter.com/EmmanuelMutika1/status/1112107087843201025
chigerwe_milton;2019-03-30 23:37;0;0;"Liverpool to score firsr";;;;"1112106535973515264";https://twitter.com/chigerwe_milton/status/1112106535973515264
IrvinMugabe;2019-03-30 23:09;0;0;"Liverpool to concede 1st in the 30th minute";;;;"1112099562012008449";https://twitter.com/IrvinMugabe/status/1112099562012008449
FlockerD;2019-03-30 22:54;0;0;"Liverpool @kvgroyalty Shumba Taipei tsananguro";;@kvgroyalty;;"1112095780452687872";https://twitter.com/FlockerD/status/1112095780452687872
DekP10;2019-03-30 22:30;0;1;"Steward bank & Ecocash av agents all over the place what they sell around is that they av people everywhere ready to help but wait till there is a problem on your account the toll free number 08088888 goes unanswered fo 20mins or so u wil drive,fone til kingdom come..it's sad";;;;"1112089671918600195";https://twitter.com/DekP10/status/1112089671918600195
Troxy12;2019-03-30 22:17;0;1;"Spurs will concede first";;;;"1112086564325212160";https://twitter.com/Troxy12/status/1112086564325212160
BornwelCummings;2019-03-30 22:04;0;0;"Banc Abc ngkhulume???";;;;"1112083189898665986";https://twitter.com/BornwelCummings/status/1112083189898665986
tichaacollins;2019-03-30 22:02;0;1;"Totenham will concede first";;;;"1112082575118553088";https://twitter.com/tichaacollins/status/1112082575118553088
admirendumo;2019-03-30 21:52;0;3;"We see what you did there, kkkk #goodbank";;;#goodbank;"1112080192971902977";https://twitter.com/admirendumo/status/1112080192971902977
T_Vareta;2019-03-30 21:44;0;1;"Liverpool will concede first";;;;"1112078182654623745";https://twitter.com/T_Vareta/status/1112078182654623745
bmachikichi;2019-03-30 21:43;0;1;"Liverpool will concede first";;;;"1112078032565661699";https://twitter.com/bmachikichi/status/1112078032565661699
i_am_thuthu;2019-03-30 21:43;0;0;"@tichaacollins @TheUncleGora Liverpool will concede first";;@tichaacollins @TheUncleGora;;"1112077992107352064";https://twitter.com/i_am_thuthu/status/1112077992107352064
shinedhliwayo;2019-03-30 21:40;0;0;"I want to open too";;;;"1112077123634806784";https://twitter.com/shinedhliwayo/status/1112077123634806784
stewardbank;2019-03-30 21:33;1;0;"Apologies for the delay KING. Kindly note that your DM will be responded to shortly. ^jk";;;;"1112075379689299975";https://twitter.com/stewardbank/status/1112075379689299975
its_tbase;2019-03-30 21:27;0;0;"Ndamirirawo mhinduro yenyu ku DM uko dzakutosvika 3 hours";;;;"1112073909736796162";https://twitter.com/its_tbase/status/1112073909736796162
stewardbank;2019-03-30 21:22;0;0;"Thank you for your valuable feedback Maki. It is well noted. ^jk";;;;"1112072658294853633";https://twitter.com/stewardbank/status/1112072658294853633
Tinotenda263;2019-03-30 21:22;0;2;"Tottenham @Redd_95";;@Redd_95;;"1112072595531329536";https://twitter.com/Tinotenda263/status/1112072595531329536
baba_malachi;2019-03-30 21:17;0;0;"My problems with you ar well documented see our DM interaction but will summarize. 1. Banking hall chaos esp Joina City. 2. Charging a $ for visa loading3. 72 hrs waiting time on queries. 4 the irritating robotic responses to queries. 5: too many pdcts & poor service culture";;;;"1112071329388380161";https://twitter.com/baba_malachi/status/1112071329388380161
tapiwa_takawira;2019-03-30 21:15;0;1;"Tottenham Hotspur";;;;"1112070856862285827";https://twitter.com/tapiwa_takawira/status/1112070856862285827
runetsa;2019-03-30 21:15;0;1;"Liverpool to concede 1st goal";;;;"1112070824025034753";https://twitter.com/runetsa/status/1112070824025034753
davieschipere;2019-03-30 21:12;0;1;"Totenham";;;;"1112070008874692608";https://twitter.com/davieschipere/status/1112070008874692608
JustRockUpTKE;2019-03-30 21:12;0;2;"It's the bestest Bank";;;;"1112069995381645312";https://twitter.com/JustRockUpTKE/status/1112069995381645312
ImbayarwoPatri1;2019-03-30 21:11;0;0;"Tottenham";;;;"1112069958048063488";https://twitter.com/ImbayarwoPatri1/status/1112069958048063488
stewardbank;2019-03-30 21:03;0;0;"Hi Maki. We're sad to read this. May you kindly shed more light on the reasons for your dissatisfaction with the level of service at our branches / online platforms. ^jk";;;;"1112067726535770112";https://twitter.com/stewardbank/status/1112067726535770112
PapaGee003;2019-03-30 20:57;0;2;"Tottenham @PapaGee335 @JMutunganyoka @piersmorgan";;@PapaGee335 @JMutunganyoka @piersmorgan;;"1112066441195544578";https://twitter.com/PapaGee003/status/1112066441195544578
carterlog09;2019-03-30 20:57;0;2;"Tottenham Hotspur to concede first";;;;"1112066286295699456";https://twitter.com/carterlog09/status/1112066286295699456
PapaGee003;2019-03-30 20:56;0;1;"Tottenham";;;;"1112066142191960065";https://twitter.com/PapaGee003/status/1112066142191960065
Doreen25335741;2019-03-30 20:55;0;3;"I know the feeling hey. I literally cried last year on my birthday Ist message i got was from CBZ. Nomakanjani I will be TeamCBZ forever. Keep it up.CBZ";;;;"1112065788410843136";https://twitter.com/Doreen25335741/status/1112065788410843136
issa_manhombo;2019-03-30 20:54;0;1;"@maxxine_r @Chanell41929914";;@maxxine_r @Chanell41929914;;"1112065622073135105";https://twitter.com/issa_manhombo/status/1112065622073135105
IMadziwa;2019-03-30 20:53;0;0;"Spurs concede the first goal";;;;"1112065376941166593";https://twitter.com/IMadziwa/status/1112065376941166593
SteveZhanopa01;2019-03-30 20:53;0;0;"Liverpool to score first";;;;"1112065244044689408";https://twitter.com/SteveZhanopa01/status/1112065244044689408
mwadiwa;2019-03-30 20:52;0;1;"Liverpool to concede 1st";;;;"1112065140877348864";https://twitter.com/mwadiwa/status/1112065140877348864
aligmusindazi;2019-03-30 20:49;0;0;"Steward bank .I stood in que for more than an hour just to get a bank statemen";;;;"1112064224551944193";https://twitter.com/aligmusindazi/status/1112064224551944193
masarirafortun1;2019-03-30 20:35;0;0;"Tottenham Hotspur to concede first !!!!!!!!";;;;"1112060829623554049";https://twitter.com/masarirafortun1/status/1112060829623554049
princeeliasgova;2019-03-30 20:35;0;1;"Tottenham";;;;"1112060806756265985";https://twitter.com/princeeliasgova/status/1112060806756265985
Nagey8;2019-03-30 20:34;0;0;"@Vlady813 @kwachenera";;@Vlady813 @kwachenera;;"1112060426425155584";https://twitter.com/Nagey8/status/1112060426425155584
Christo22119119;2019-03-30 20:33;0;0;"Tottenham Hotspurs";;;;"1112060398512103429";https://twitter.com/Christo22119119/status/1112060398512103429
gazabos11;2019-03-30 20:33;0;0;"Liverpool will concede first obviously";;;;"1112060367964962818";https://twitter.com/gazabos11/status/1112060367964962818
Nagey8;2019-03-30 20:33;0;1;"Liverpool concede first";;;;"1112060244606230529";https://twitter.com/Nagey8/status/1112060244606230529
baba_malachi;2019-03-30 20:32;0;3;"@stewardbank for me is the worst. Try and walk into any of their branches. I won’t even start on their online platforms. Too many products and absolutely nonsense service.";;@stewardbank;;"1112060086300692487";https://twitter.com/baba_malachi/status/1112060086300692487
VictorChimusoro;2019-03-30 20:32;0;0;"I see a certain team walking alone tommorrow #Cityzen";;;#Cityzen;"1112060053555691522";https://twitter.com/VictorChimusoro/status/1112060053555691522
tomrangeestate;2019-03-30 20:31;0;0;"FBC Mandela branch.customer services department you hardly find them on the counter.they actually enjoy watching customers filled up in the bank";;;;"1112059853617487872";https://twitter.com/tomrangeestate/status/1112059853617487872
Christo22119119;2019-03-30 20:31;0;0;"Tottenham";;;;"1112059763381231616";https://twitter.com/Christo22119119/status/1112059763381231616
patiemak;2019-03-30 20:29;0;17;"Yes yes";;;;"1112059403820249088";https://twitter.com/patiemak/status/1112059403820249088
Tinoterry;2019-03-30 20:28;0;1;"Spurs";;;;"1112058992807866368";https://twitter.com/Tinoterry/status/1112058992807866368
tomrangeestate;2019-03-30 20:26;0;0;"Hahaha .that made me laugh.ut took me six months to get my account approved.stanbic bank is overated for nothing.full of themselves";;;;"1112058580335763458";https://twitter.com/tomrangeestate/status/1112058580335763458
owenanoc1;2019-03-30 20:26;0;2;"Yours is too plain pic.twitter.com/a34EBGg9Z2";;;;"1112058508026040320";https://twitter.com/owenanoc1/status/1112058508026040320
tomrangeestate;2019-03-30 20:23;0;2;"I support .steward is one useless bank.they donot respond to emails.even if you call they donot respond .you are very right they have no sense of urgency.";;;;"1112057735900729345";https://twitter.com/tomrangeestate/status/1112057735900729345
TakuMuzavazi;2019-03-30 20:14;0;1;"No team will concede 1st @takue97 @KMupfunde";;@takue97 @KMupfunde;;"1112055546817978368";https://twitter.com/TakuMuzavazi/status/1112055546817978368
AntonyMupaikwa;2019-03-30 19:59;0;0;"Totenham";;;;"1112051639119167494";https://twitter.com/AntonyMupaikwa/status/1112051639119167494
LabCyberSec;2019-03-30 19:58;1;1;"Countries most hit by mobile banking malware @stewardbank @CBZHoldings @EcobankZW @POSBZimbabwe @ReserveBankZIM https:// kas.pr/64bj";;@stewardbank @CBZHoldings @EcobankZW @POSBZimbabwe @ReserveBankZIM;;"1112051402833043456";https://twitter.com/LabCyberSec/status/1112051402833043456
docdee007;2019-03-30 19:47;0;1;"Spurs to concede 1st goal";;;;"1112048830730645504";https://twitter.com/docdee007/status/1112048830730645504
mbonawjr;2019-03-30 19:47;0;2;"Liverpool 2-0 Spurs @TashleeJeje @ProvidenceMhepo @SebastiansNigel @Cycyl_cyy @Zim_Teekay";;@TashleeJeje @ProvidenceMhepo @SebastiansNigel @Cycyl_cyy @Zim_Teekay;;"1112048701432909829";https://twitter.com/mbonawjr/status/1112048701432909829
gibsonmafu;2019-03-30 19:35;0;2;"Oooh thats great @CBZHoldings wish such hospitality is cultivated in all your staff";;@CBZHoldings;;"1112045622356512773";https://twitter.com/gibsonmafu/status/1112045622356512773
MarowaThomas;2019-03-30 19:33;0;1;"Spurs";;;;"1112045165194166274";https://twitter.com/MarowaThomas/status/1112045165194166274
tulanib;2019-03-30 19:33;0;1;"Tottenham @Mtape69 @FootballFunnnys @263Chat";;@Mtape69 @FootballFunnnys @263Chat;;"1112045127302873094";https://twitter.com/tulanib/status/1112045127302873094
Chavy1804;2019-03-30 19:30;0;1;"Liverpool will concede first";;;;"1112044478209146880";https://twitter.com/Chavy1804/status/1112044478209146880
munyakamunya;2019-03-30 19:27;0;1;"Liverpool to concede the 1st goal";;;;"1112043617856552962";https://twitter.com/munyakamunya/status/1112043617856552962
realnigelndlovu;2019-03-30 19:21;0;2;"Best bank #PartnersForSuccess";;;#PartnersForSuccess;"1112042221753245696";https://twitter.com/realnigelndlovu/status/1112042221753245696
CBZHoldings;2019-03-30 19:19;0;1;"Thank you partner for the continued support..";;;;"1112041565504094209";https://twitter.com/CBZHoldings/status/1112041565504094209
joelgombera;2019-03-30 19:17;0;6;"What a bank, great staff!";;;;"1112041199916015617";https://twitter.com/joelgombera/status/1112041199916015617
Tshine12;2019-03-30 19:09;0;0;"I'm seeing a goal less draw";;;;"1112039276236152832";https://twitter.com/Tshine12/status/1112039276236152832
LindaKSibs;2019-03-30 18:53;0;3;"Whilst this particular teller served me, another one who usually serves made sure she said Hi to me. Honestly when your bank treats you like a valued client from the gate they are truly a partner for success. I encourage you to open an account with them, you won’t regret it.";;;;"1112035036021379072";https://twitter.com/LindaKSibs/status/1112035036021379072
LindaKSibs;2019-03-30 18:48;0;2;"I then had a conversation with one of the tellers on how I was so young but he admired that I run for parly and took a stand, we spoke on governance and democracy whilst he served me joyfully. I mean come one which other bank has tellers with such depth though?";;;;"1112033939621904384";https://twitter.com/LindaKSibs/status/1112033939621904384
LoeMashabidze;2019-03-30 18:47;0;1;"Liverpool will concede first";;;;"1112033666769866757";https://twitter.com/LoeMashabidze/status/1112033666769866757
LindaKSibs;2019-03-30 18:45;0;3;"My latest feel good experience with them was on Friday. I got to the bank at 2.53pm. The guard at the gate was like mhanyai mhanyai encouragingly. I was like wow the guard even cares for us clients cause she could tell I was trying to beat the 3.00pm close time.";;;;"1112033097921503236";https://twitter.com/LindaKSibs/status/1112033097921503236
Munashe_mb;2019-03-30 18:43;0;2;"Wafunga mucheno sahwi kkk.";;;;"1112032514388955137";https://twitter.com/Munashe_mb/status/1112032514388955137
sammasunda;2019-03-30 18:37;0;0;"Sure, thanks will have a look at that";;;;"1112030991709810688";https://twitter.com/sammasunda/status/1112030991709810688
LindaKSibs;2019-03-30 18:36;1;2;"You see why I love this bank!";;;;"1112030872868450306";https://twitter.com/LindaKSibs/status/1112030872868450306
CBZHoldings;2019-03-30 18:36;0;1;"Thank you for taking our call and bringing this matter to our attention. We will be in a position to completely resolve your enquiry once you have gone through the steps we advised.";;;;"1112030735161008129";https://twitter.com/CBZHoldings/status/1112030735161008129
samaita44;2019-03-30 18:31;0;0;"Izvi zvoita kuti vamwe vanhu vaitwe unfollow izvi";;;;"1112029475502518272";https://twitter.com/samaita44/status/1112029475502518272
patiemak;2019-03-30 18:26;5;25;"Makeup bag @hmashandah @EdwinDzikiti @tatzstage @a_gomwe @gkingallen @annamiti1 @AnodiwaOlly @mishiechipunza @noelmuza @Munashe_mb @patiemak";;@hmashandah @EdwinDzikiti @tatzstage @a_gomwe @gkingallen @annamiti1 @AnodiwaOlly @mishiechipunza @noelmuza @Munashe_mb @patiemak;;"1112028337432608768";https://twitter.com/patiemak/status/1112028337432608768
Taku_Chimb;2019-03-30 18:13;0;1;"Spurs.... @Tate65640218";;@Tate65640218;;"1112025184595251203";https://twitter.com/Taku_Chimb/status/1112025184595251203
SagombaMalvern;2019-03-30 18:12;1;0;"Tottenham Hotspurs to concede first";;;;"1112024886057275394";https://twitter.com/SagombaMalvern/status/1112024886057275394
eshonge;2019-03-30 18:11;0;3;"If I wasn’t at CBZ this was reason enough to move. Great customer care is essential especially when others are taking customers for granted.";;;;"1112024473484607489";https://twitter.com/eshonge/status/1112024473484607489
tomkudz;2019-03-30 18:02;0;0;"@CBZHoldings what do i use for account number to do a zipit from another bsnk to a cbz smartcash account. Do i wuote the card number or the registered acvount phone number";;@CBZHoldings;;"1112022316890947584";https://twitter.com/tomkudz/status/1112022316890947584
BrightonMarimb2;2019-03-30 17:54;0;0;"Tottenham will score first";;;;"1112020376450727937";https://twitter.com/BrightonMarimb2/status/1112020376450727937
CBZHoldings;2019-03-30 17:54;0;8;"#WomensMonth https:// twitter.com/LindaKSibs/sta tus/1112013098502799361 …";;;#WomensMonth;"1112020291906097158";https://twitter.com/CBZHoldings/status/1112020291906097158
CBZHoldings;2019-03-30 17:54;1;10;"Thanks partner. Please DM us your contact details..... You deserve something extra https:// twitter.com/LindaKSibs/sta tus/1112013098502799361 …";;;;"1112020183198109697";https://twitter.com/CBZHoldings/status/1112020183198109697
enias84;2019-03-30 17:53;0;1;"Tottenham to concede first definitely";;;;"1112020070534967296";https://twitter.com/enias84/status/1112020070534967296
sammasunda;2019-03-30 17:49;0;1;"You asked me to DM, now you are asking how you can help?";;;;"1112018901972500480";https://twitter.com/sammasunda/status/1112018901972500480
ForgetMureya;2019-03-30 17:45;0;0;"Liverpool";;;;"1112018062922956801";https://twitter.com/ForgetMureya/status/1112018062922956801
martin_chibanda;2019-03-30 17:45;0;2;"Tottenham Hotspur will concede first @geowchibanda @onslow2503 @LudoMutasa @l #PartnerInSport";;@geowchibanda @onslow2503 @LudoMutasa @l;#PartnerInSport;"1112017975530475520";https://twitter.com/martin_chibanda/status/1112017975530475520
balethembadlam1;2019-03-30 17:44;0;0;"Liverpool";;;;"1112017820693528577";https://twitter.com/balethembadlam1/status/1112017820693528577
imTmashizha;2019-03-30 17:41;0;1;"Liverpool to concede 1st";;;;"1112016994235224065";https://twitter.com/imTmashizha/status/1112016994235224065
StazioK;2019-03-30 17:37;0;0;"Tottenham to score first goal";;;;"1112015896485261312";https://twitter.com/StazioK/status/1112015896485261312
Jeff85986834;2019-03-30 17:35;1;0;"Liverpool";;;;"1112015411149762563";https://twitter.com/Jeff85986834/status/1112015411149762563
LindaKSibs;2019-03-30 17:25;6;29;"I absolutely love my bank @CBZHoldings on Wednesday they sent a birthday message. Bright and early as well so I don’t miss it. I’ve never had problems with their services both online and those that involve physical human interaction. They have a VISA card that works too. pic.twitter.com/OpQ4TnI2O6";;@CBZHoldings;;"1112013098502799361";https://twitter.com/LindaKSibs/status/1112013098502799361
misevhe_s;2019-03-30 17:24;0;1;"Liverpool will concede first.";;;;"1112012647518662657";https://twitter.com/misevhe_s/status/1112012647518662657
leeville77;2019-03-30 17:22;0;0;"Put your money where your mouth is buddy";;;;"1112012155321241603";https://twitter.com/leeville77/status/1112012155321241603
DesmondMushai;2019-03-30 17:02;0;0;"How far?";;;;"1112007190691364864";https://twitter.com/DesmondMushai/status/1112007190691364864
BNyagadza;2019-03-30 16:52;0;1;"Tottenham first goal.";;;;"1112004758280331265";https://twitter.com/BNyagadza/status/1112004758280331265
philipnjovu;2019-03-30 16:41;0;1;"Liverpool";;;;"1112001961023422464";https://twitter.com/philipnjovu/status/1112001961023422464
JamesKuwanda;2019-03-30 16:27;0;1;"Tottenham";;;;"1111998316412313600";https://twitter.com/JamesKuwanda/status/1111998316412313600
lucky_boyce;2019-03-30 16:25;0;0;"Sadaroooooooooo!!";;;;"1111997772599906304";https://twitter.com/lucky_boyce/status/1111997772599906304
MalzyMudzengi;2019-03-30 16:23;0;1;"I didn't say it would lose";;;;"1111997387256614912";https://twitter.com/MalzyMudzengi/status/1111997387256614912
ChiheraTalent;2019-03-30 16:23;0;2;"No team will concede";;;;"1111997290410115073";https://twitter.com/ChiheraTalent/status/1111997290410115073
SheltonMapfumo;2019-03-30 16:21;0;0;"Liverpool";;;;"1111996786716147713";https://twitter.com/SheltonMapfumo/status/1111996786716147713
kwaramba44;2019-03-30 16:17;0;0;"Chocolates are too expensive nowadays... they ain’t for everyone";;;;"1111995786383028224";https://twitter.com/kwaramba44/status/1111995786383028224
quedah_m;2019-03-30 16:16;0;1;"Liverpool";;;;"1111995566895042560";https://twitter.com/quedah_m/status/1111995566895042560
CBZHoldings;2019-03-30 16:08;0;8;"Grace Silape CBZ Insurance Sale Consultant speaking about Milady Insurance for Women. #WomensMonth #BalanceForBetter @StarfmZimbabwe pic.twitter.com/azwrYy178h";;@StarfmZimbabwe;#WomensMonth #BalanceForBetter;"1111993713457274880";https://twitter.com/CBZHoldings/status/1111993713457274880
CBZHoldings;2019-03-30 16:00;0;7;"Milady means: Noble woman Great Lady Fashionable lady CBZ Insurance wants you to be just that! #BalanceForBetter #pic.twitter.com/qDB4xkCJZ0";;;#BalanceForBetter #pic;"1111991650920947719";https://twitter.com/CBZHoldings/status/1111991650920947719
AlbertMMushongw;2019-03-30 15:56;0;0;"Spurs to concede 1st";;;;"1111990616089677824";https://twitter.com/AlbertMMushongw/status/1111990616089677824
panache83;2019-03-30 15:55;0;1;"Spurs";;;;"1111990272626515968";https://twitter.com/panache83/status/1111990272626515968
AndrewMachacha;2019-03-30 15:53;0;0;"Spurs first";;;;"1111989739106770945";https://twitter.com/AndrewMachacha/status/1111989739106770945
RighteousMujuru;2019-03-30 15:42;0;1;"Tottenham";;;;"1111987047961686016";https://twitter.com/RighteousMujuru/status/1111987047961686016
MMushaurwi;2019-03-30 15:42;0;1;"Liverpool to concede 1st @i_am_thuthu";;@i_am_thuthu;;"1111986964922802177";https://twitter.com/MMushaurwi/status/1111986964922802177
pride263;2019-03-30 15:36;0;0;"Liverpool";;;;"1111985613463539714";https://twitter.com/pride263/status/1111985613463539714
patrickmutanha1;2019-03-30 15:31;0;0;"Liverpool will concede first";;;;"1111984308120481792";https://twitter.com/patrickmutanha1/status/1111984308120481792
lucky_boyce;2019-03-30 15:31;0;0;"Ah ah !! Back to sender";;;;"1111984272125186048";https://twitter.com/lucky_boyce/status/1111984272125186048
RutsitoEugene;2019-03-30 15:30;0;0;"Tottenham";;;;"1111984099521122304";https://twitter.com/RutsitoEugene/status/1111984099521122304
ChishangaNgoni;2019-03-30 15:22;0;2;"A game to watch";;;;"1111982013068791809";https://twitter.com/ChishangaNgoni/status/1111982013068791809
BaKenny08;2019-03-30 15:21;0;0;"Liverpool to concede";;;;"1111981690992377858";https://twitter.com/BaKenny08/status/1111981690992377858
CBZHoldings;2019-03-30 15:17;0;8;"Tyra Chikocho comedian and entrepreneur sharing her life testimony at the Women’s Masterclass Luncheon sponsored by CBZ Insurance. #WomensMonth #BalanceForBetter @DailyNewsZim @263Chat @StarfmZimbabwe pic.twitter.com/uiWaHNWGOd";;@DailyNewsZim @263Chat @StarfmZimbabwe;#WomensMonth #BalanceForBetter;"1111980820628230146";https://twitter.com/CBZHoldings/status/1111980820628230146
craigngonie;2019-03-30 15:15;0;0;"Royal bank liquidated with my salary locked up";;;;"1111980240191008774";https://twitter.com/craigngonie/status/1111980240191008774
mbenderabasil;2019-03-30 15:12;0;0;"Spurs";;;;"1111979531714392064";https://twitter.com/mbenderabasil/status/1111979531714392064
CzGauti;2019-03-30 15:05;0;1;"Tottenham to concede 1st";;;;"1111977807381446661";https://twitter.com/CzGauti/status/1111977807381446661
CBZHoldings;2019-03-30 15:03;0;5;"Michelle Kawone, speaking to women on how to stay relevant and trendy in the world of fashion @the Women’s Masterclass Luncheon. pic.twitter.com/o9S9NAW3e3";;@the;;"1111977168186363906";https://twitter.com/CBZHoldings/status/1111977168186363906
Pembani;2019-03-30 15:01;0;1;"Spurs will concede first";;;;"1111976868004220928";https://twitter.com/Pembani/status/1111976868004220928
jamesnyams;2019-03-30 14:56;0;1;"Liverpool";;;;"1111975604566536193";https://twitter.com/jamesnyams/status/1111975604566536193
erimakdad;2019-03-30 14:55;0;1;"Tottenham";;;;"1111975162734411776";https://twitter.com/erimakdad/status/1111975162734411776
CBZHoldings;2019-03-30 14:51;0;3;"”Use the 3 rule in your day today life and measure your progress. What will i do in the next 3hrs, in the next 3days, in the next 3 months. Give yourself goals” Brita Masalethulini host of Womens Masterclass Luncheon sponsored by CBZ Insurance. #WomensMonth #Milady pic.twitter.com/UJeHQRQr1W";;;#WomensMonth #Milady;"1111974189873987584";https://twitter.com/CBZHoldings/status/1111974189873987584
realmarambapfu1;2019-03-30 14:49;0;1;"Liverpool";;;;"1111973669599760386";https://twitter.com/realmarambapfu1/status/1111973669599760386
robmanda007;2019-03-30 14:45;0;1;"@Arsenal fans are on your side in this one.";;@Arsenal;;"1111972832454606848";https://twitter.com/robmanda007/status/1111972832454606848
whitewalkerzim2;2019-03-30 14:45;0;1;"Liverpool concedes first.";;;;"1111972778113204224";https://twitter.com/whitewalkerzim2/status/1111972778113204224
RenownedSwazz;2019-03-30 14:41;0;1;"Liverpool is gonna score first";;;;"1111971617352155136";https://twitter.com/RenownedSwazz/status/1111971617352155136
stewardbank;2019-03-30 14:38;0;0;"Our apologies for the delay and inconvenience you have suffered Idirashe. We aim to provide you with easy, excellent and efficient service to save your precious time and money. We promise to do better in that regard. ^GM";;;;"1111971069534134272";https://twitter.com/stewardbank/status/1111971069534134272
MagwenziNorman;2019-03-30 14:33;0;1;"Toto to concede 1st";;;;"1111969751859892224";https://twitter.com/MagwenziNorman/status/1111969751859892224
GerryMbiriviri;2019-03-30 14:27;0;1;"";;;;"1111968273229381632";https://twitter.com/GerryMbiriviri/status/1111968273229381632
babatafi;2019-03-30 14:27;0;1;"I put money where my mouth is";;;;"1111968099907960834";https://twitter.com/babatafi/status/1111968099907960834
GerryMbiriviri;2019-03-30 14:25;0;3;"That’s high score bro probably 2-1";;;;"1111967736119414785";https://twitter.com/GerryMbiriviri/status/1111967736119414785
mauriceSOG1;2019-03-30 14:23;0;1;"Liverpool to conceed first";;;;"1111967234765787137";https://twitter.com/mauriceSOG1/status/1111967234765787137
eazy554;2019-03-30 14:23;0;1;"Liverpool";;;;"1111967175856844800";https://twitter.com/eazy554/status/1111967175856844800
Erdymuto;2019-03-30 14:14;0;1;"Spurs";;;;"1111964979517947905";https://twitter.com/Erdymuto/status/1111964979517947905
goddyshamu;2019-03-30 14:13;0;1;"0-0";;;;"1111964572292972544";https://twitter.com/goddyshamu/status/1111964572292972544
believemushang1;2019-03-30 14:12;0;0;"Liverpool @Tafadzwa Paradza @Forgive";;@Tafadzwa @Forgive;;"1111964387345092608";https://twitter.com/believemushang1/status/1111964387345092608
Blessed46472697;2019-03-30 14:10;0;1;"Spurs to concede first";;;;"1111963962428542978";https://twitter.com/Blessed46472697/status/1111963962428542978
denienyax;2019-03-30 14:07;0;1;"Spurs to concede first";;;;"1111963218455465984";https://twitter.com/denienyax/status/1111963218455465984
Tondzw;2019-03-30 14:07;0;2;"Tottenham";;;;"1111963083109527554";https://twitter.com/Tondzw/status/1111963083109527554
BladwickBuick;2019-03-30 14:03;0;0;"Totenham to conceed first @teecyzw";;@teecyzw;;"1111962237634314240";https://twitter.com/BladwickBuick/status/1111962237634314240
happy_mhlanga1;2019-03-30 14:03;0;1;"Hotspurs to concede first";;;;"1111962157061754883";https://twitter.com/happy_mhlanga1/status/1111962157061754883
SimeonD02;2019-03-30 14:02;0;0;"Liverpool to concede a goal from Son";;;;"1111961925884305408";https://twitter.com/SimeonD02/status/1111961925884305408
alsonrukanirobn;2019-03-30 13:57;0;0;"and i need to open both FCA and RTGS accounts same time";;;;"1111960752859107329";https://twitter.com/alsonrukanirobn/status/1111960752859107329
calvinchikowor2;2019-03-30 13:57;0;1;"Tottenham to concede first";;;;"1111960554053255168";https://twitter.com/calvinchikowor2/status/1111960554053255168
evans_purumeri;2019-03-30 13:56;0;0;"Totenham Hot spare to concede 1st goal";;;;"1111960318069096448";https://twitter.com/evans_purumeri/status/1111960318069096448
aldebrainel;2019-03-30 13:53;0;0;"Liverpool";;;;"1111959524116705280";https://twitter.com/aldebrainel/status/1111959524116705280
